2014-12-06 03:38:24,389 [48] INFO Zen.Imobi.Web.Controllers.PropertyController - this is some tesxt
2014-12-06 03:51:28,600 [64] INFO Zen.Imobi.Web.Controllers.PropertyController - this is some tesxt
2014-12-06 03:52:53,145 [65] INFO Zen.Imobi.Web.Controllers.PropertyController - this is some tesxt
2014-12-06 03:53:22,892 [73] INFO Zen.Imobi.Web.Controllers.PropertyController - this is some tesxt
2014-12-06 03:53:44,526 [67] INFO Zen.Imobi.Web.Controllers.PropertyController - this is some tesxt
2014-12-06 15:49:09,442 [13] INFO Zen.Imobi.Web.Controllers.PropertyController - this is some tesxt
2014-12-07 00:42:43,148 [1] INFO Rebus.Persistence.SqlServer.SqlServerSubscriptionStorage - Table 'Rebus.Subscriptions' does not exist - it will be created now
2014-12-07 00:42:43,238 [1] INFO Rebus.Persistence.SqlServer.SqlServerSagaPersister - Tables 'Rebus.SagaTable' and 'Rebus.SagaIndexTable' do not exist - they will be created now
2014-12-07 01:00:43,122 [1] INFO Rebus.Bus.RebusBus - Rebus bus 1 created
2014-12-07 01:00:43,161 [1] INFO Rebus.Bus.RebusBus - Using external timeout manager with input queue 'rebus.timeout'
2014-12-07 01:00:43,174 [1] INFO Rebus.Bus.RebusBus - Initializing bus with 1 workers
2014-12-07 01:00:43,189 [1] INFO Rebus.Bus.Worker - Worker Rebus 1 worker 1 created and inner thread started
2014-12-07 01:00:43,194 [1] INFO Rebus.Bus.Worker - Starting worker thread Rebus 1 worker 1
2014-12-07 01:00:43,195 [1] INFO Rebus.Bus.RebusBus - Bus started
2014-12-07 01:01:02,582 [53] INFO Rebus.Bus.Worker - Stopping worker thread Rebus 1 worker 1
2014-12-07 01:01:02,599 [65] INFO Rebus.Bus.Worker - Disposing worker thread Rebus 1 worker 1
2014-12-07 01:01:03,592 [65] INFO Rebus.Transports.Msmq.MsmqMessageQueue - Disposing message queue .\private$\zen.imobi.input
2014-12-07 01:01:06,510 [80] INFO Rebus.Bus.RebusBus - Rebus bus 1 created
2014-12-07 01:01:06,521 [80] INFO Rebus.Bus.RebusBus - Using external timeout manager with input queue 'rebus.timeout'
2014-12-07 01:01:06,543 [80] INFO Rebus.Bus.RebusBus - Initializing bus with 1 workers
2014-12-07 01:01:06,546 [80] INFO Rebus.Bus.Worker - Worker Rebus 1 worker 1 created and inner thread started
2014-12-07 01:01:06,548 [80] INFO Rebus.Bus.Worker - Starting worker thread Rebus 1 worker 1
2014-12-07 01:01:06,550 [80] INFO Rebus.Bus.RebusBus - Bus started
2014-12-07 01:10:59,087 [91] INFO Rebus.Bus.Worker - Stopping worker thread Rebus 1 worker 1
2014-12-07 01:10:59,093 [89] INFO Rebus.Bus.Worker - Disposing worker thread Rebus 1 worker 1
2014-12-07 01:11:04,591 [89] INFO Rebus.Transports.Msmq.MsmqMessageQueue - Disposing message queue .\private$\zen.imobi.input
2014-12-07 01:35:19,282 [1] INFO Rebus.Bus.RebusBus - Rebus bus 1 created
2014-12-07 01:35:19,345 [1] INFO Rebus.Bus.RebusBus - Using external timeout manager with input queue 'rebus.timeout'
2014-12-07 01:35:19,358 [1] INFO Rebus.Bus.RebusBus - Initializing bus with 1 workers
2014-12-07 01:35:19,397 [1] INFO Rebus.Bus.Worker - Worker Rebus 1 worker 1 created and inner thread started
2014-12-07 01:35:19,405 [1] INFO Rebus.Bus.Worker - Starting worker thread Rebus 1 worker 1
2014-12-07 01:35:19,407 [1] INFO Rebus.Bus.RebusBus - Bus started
2014-12-07 01:39:51,957 [23] INFO Rebus.Bus.Worker - Stopping worker thread Rebus 1 worker 1
2014-12-07 01:39:51,962 [19] INFO Rebus.Bus.Worker - Disposing worker thread Rebus 1 worker 1
2014-12-07 01:39:52,749 [19] INFO Rebus.Transports.Msmq.MsmqMessageQueue - Disposing message queue .\private$\zen.imobi.input
2014-12-07 01:41:17,877 [1] INFO Rebus.Bus.RebusBus - Rebus bus 1 created
2014-12-07 01:41:17,922 [1] INFO Rebus.Bus.RebusBus - Using external timeout manager with input queue 'rebus.timeout'
2014-12-07 01:41:17,932 [1] INFO Rebus.Bus.RebusBus - Initializing bus with 1 workers
2014-12-07 01:41:17,941 [1] INFO Rebus.Bus.Worker - Worker Rebus 1 worker 1 created and inner thread started
2014-12-07 01:41:17,945 [1] INFO Rebus.Bus.Worker - Starting worker thread Rebus 1 worker 1
2014-12-07 01:41:17,946 [1] INFO Rebus.Bus.RebusBus - Bus started
2014-12-07 01:44:47,474 [29] INFO Rebus.Bus.Worker - Stopping worker thread Rebus 1 worker 1
2014-12-07 01:44:47,476 [11] INFO Rebus.Bus.Worker - Disposing worker thread Rebus 1 worker 1
2014-12-07 01:44:51,184 [11] INFO Rebus.Transports.Msmq.MsmqMessageQueue - Disposing message queue .\private$\zen.imobi.input
2014-12-07 01:45:09,903 [1] INFO Rebus.Bus.RebusBus - Rebus bus 1 created
2014-12-07 01:45:09,940 [1] INFO Rebus.Bus.RebusBus - Using external timeout manager with input queue 'rebus.timeout'
2014-12-07 01:45:09,948 [1] INFO Rebus.Bus.RebusBus - Initializing bus with 1 workers
2014-12-07 01:45:09,960 [1] INFO Rebus.Bus.Worker - Worker Rebus 1 worker 1 created and inner thread started
2014-12-07 01:45:09,965 [1] INFO Rebus.Bus.Worker - Starting worker thread Rebus 1 worker 1
2014-12-07 01:45:09,966 [1] INFO Rebus.Bus.RebusBus - Bus started
2014-12-07 01:47:58,554 [20] INFO Rebus.Bus.Worker - Stopping worker thread Rebus 1 worker 1
2014-12-07 01:47:58,561 [41] INFO Rebus.Bus.Worker - Disposing worker thread Rebus 1 worker 1
2014-12-07 01:48:00,888 [41] INFO Rebus.Transports.Msmq.MsmqMessageQueue - Disposing message queue .\private$\zen.imobi.input
2014-12-07 01:50:45,667 [1] INFO Rebus.Bus.RebusBus - Rebus bus 1 created
2014-12-07 01:50:45,727 [1] INFO Rebus.Bus.RebusBus - Using external timeout manager with input queue 'rebus.timeout'
2014-12-07 01:50:45,802 [1] INFO Rebus.Bus.RebusBus - Initializing bus with 1 workers
2014-12-07 01:50:45,827 [1] INFO Rebus.Bus.Worker - Worker Rebus 1 worker 1 created and inner thread started
2014-12-07 01:50:45,832 [1] INFO Rebus.Bus.Worker - Starting worker thread Rebus 1 worker 1
2014-12-07 01:50:45,833 [1] INFO Rebus.Bus.RebusBus - Bus started
2014-12-07 02:11:17,686 [67] INFO Rebus.Bus.Worker - Stopping worker thread Rebus 1 worker 1
2014-12-07 02:11:17,689 [66] INFO Rebus.Bus.Worker - Disposing worker thread Rebus 1 worker 1
2014-12-07 02:11:20,504 [66] INFO Rebus.Transports.Msmq.MsmqMessageQueue - Disposing message queue .\private$\zen.imobi.input
2014-12-07 02:11:34,175 [87] INFO Rebus.Bus.RebusBus - Rebus bus 1 created
2014-12-07 02:11:34,220 [87] INFO Rebus.Bus.RebusBus - Using external timeout manager with input queue 'rebus.timeout'
2014-12-07 02:11:34,232 [87] INFO Rebus.Bus.RebusBus - Initializing bus with 1 workers
2014-12-07 02:11:34,250 [87] INFO Rebus.Bus.Worker - Worker Rebus 1 worker 1 created and inner thread started
2014-12-07 02:11:34,254 [87] INFO Rebus.Bus.Worker - Starting worker thread Rebus 1 worker 1
2014-12-07 02:11:34,255 [87] INFO Rebus.Bus.RebusBus - Bus started
2014-12-07 02:14:46,572 [97] INFO Rebus.Bus.Worker - Stopping worker thread Rebus 1 worker 1
2014-12-07 02:14:46,574 [96] INFO Rebus.Bus.Worker - Disposing worker thread Rebus 1 worker 1
2014-12-07 02:14:52,499 [96] INFO Rebus.Transports.Msmq.MsmqMessageQueue - Disposing message queue .\private$\zen.imobi.input
2014-12-07 02:15:08,095 [1] INFO Rebus.Bus.RebusBus - Rebus bus 1 created
2014-12-07 02:15:08,135 [1] INFO Rebus.Bus.RebusBus - Using external timeout manager with input queue 'rebus.timeout'
2014-12-07 02:15:08,148 [1] INFO Rebus.Bus.RebusBus - Initializing bus with 1 workers
2014-12-07 02:15:08,162 [1] INFO Rebus.Bus.Worker - Worker Rebus 1 worker 1 created and inner thread started
2014-12-07 02:15:08,170 [1] INFO Rebus.Bus.Worker - Starting worker thread Rebus 1 worker 1
2014-12-07 02:15:08,171 [1] INFO Rebus.Bus.RebusBus - Bus started
2014-12-07 02:18:19,391 [103] INFO Rebus.Bus.Worker - Stopping worker thread Rebus 1 worker 1
2014-12-07 02:18:19,394 [101] INFO Rebus.Bus.Worker - Disposing worker thread Rebus 1 worker 1
2014-12-07 02:18:23,206 [101] INFO Rebus.Transports.Msmq.MsmqMessageQueue - Disposing message queue .\private$\zen.imobi.input
2014-12-07 02:19:47,141 [117] INFO Rebus.Bus.RebusBus - Rebus bus 1 created
2014-12-07 02:19:47,195 [117] INFO Rebus.Bus.RebusBus - Using external timeout manager with input queue 'rebus.timeout'
2014-12-07 02:19:47,215 [117] INFO Rebus.Bus.RebusBus - Initializing bus with 1 workers
2014-12-07 02:19:47,231 [117] INFO Rebus.Bus.Worker - Worker Rebus 1 worker 1 created and inner thread started
2014-12-07 02:19:47,238 [117] INFO Rebus.Bus.Worker - Starting worker thread Rebus 1 worker 1
2014-12-07 02:19:47,240 [117] INFO Rebus.Bus.RebusBus - Bus started
2014-12-07 02:26:38,138 [79] INFO Rebus.Bus.Worker - Stopping worker thread Rebus 1 worker 1
2014-12-07 02:26:38,141 [71] INFO Rebus.Bus.Worker - Disposing worker thread Rebus 1 worker 1
2014-12-07 02:26:38,731 [71] INFO Rebus.Transports.Msmq.MsmqMessageQueue - Disposing message queue .\private$\zen.imobi.input
2014-12-07 02:35:13,083 [29] INFO Rebus.Bus.RebusBus - Rebus bus 1 created
2014-12-07 02:35:13,123 [29] INFO Rebus.Bus.RebusBus - Using external timeout manager with input queue 'rebus.timeout'
2014-12-07 02:35:13,133 [29] INFO Rebus.Bus.RebusBus - Initializing bus with 1 workers
2014-12-07 02:35:13,147 [29] INFO Rebus.Bus.Worker - Worker Rebus 1 worker 1 created and inner thread started
2014-12-07 02:35:13,153 [29] INFO Rebus.Bus.Worker - Starting worker thread Rebus 1 worker 1
2014-12-07 02:35:13,154 [29] INFO Rebus.Bus.RebusBus - Bus started
2014-12-07 02:38:08,728 [17] INFO Rebus.Bus.Worker - Stopping worker thread Rebus 1 worker 1
2014-12-07 02:38:08,734 [124] INFO Rebus.Bus.Worker - Disposing worker thread Rebus 1 worker 1
2014-12-07 02:38:10,079 [124] INFO Rebus.Transports.Msmq.MsmqMessageQueue - Disposing message queue .\private$\zen.imobi.input
2014-12-07 02:41:38,677 [1] INFO Rebus.Bus.RebusBus - Rebus bus 1 created
2014-12-07 02:41:38,714 [1] INFO Rebus.Bus.RebusBus - Using external timeout manager with input queue 'rebus.timeout'
2014-12-07 02:41:38,726 [1] INFO Rebus.Bus.RebusBus - Initializing bus with 1 workers
2014-12-07 02:41:38,743 [1] INFO Rebus.Bus.Worker - Worker Rebus 1 worker 1 created and inner thread started
2014-12-07 02:41:38,753 [1] INFO Rebus.Bus.Worker - Starting worker thread Rebus 1 worker 1
2014-12-07 02:41:38,754 [1] INFO Rebus.Bus.RebusBus - Bus started
2014-12-07 02:45:40,949 [157] INFO Rebus.Bus.Worker - Stopping worker thread Rebus 1 worker 1
2014-12-07 02:45:40,952 [143] INFO Rebus.Bus.Worker - Disposing worker thread Rebus 1 worker 1
2014-12-07 02:45:41,889 [143] INFO Rebus.Transports.Msmq.MsmqMessageQueue - Disposing message queue .\private$\zen.imobi.input
2014-12-07 02:48:16,713 [87] INFO Rebus.Bus.RebusBus - Rebus bus 1 created
2014-12-07 02:48:16,761 [87] INFO Rebus.Bus.RebusBus - Using external timeout manager with input queue 'rebus.timeout'
2014-12-07 02:48:16,777 [87] INFO Rebus.Bus.RebusBus - Initializing bus with 1 workers
2014-12-07 02:48:16,795 [87] INFO Rebus.Bus.Worker - Worker Rebus 1 worker 1 created and inner thread started
2014-12-07 02:48:16,800 [87] INFO Rebus.Bus.Worker - Starting worker thread Rebus 1 worker 1
2014-12-07 02:48:16,801 [87] INFO Rebus.Bus.RebusBus - Bus started
2014-12-07 02:52:56,353 [188] INFO Rebus.Bus.Worker - Stopping worker thread Rebus 1 worker 1
2014-12-07 02:52:56,356 [173] INFO Rebus.Bus.Worker - Disposing worker thread Rebus 1 worker 1
2014-12-07 02:53:02,028 [173] INFO Rebus.Transports.Msmq.MsmqMessageQueue - Disposing message queue .\private$\zen.imobi.input
2014-12-07 02:54:13,945 [1] INFO Rebus.Bus.RebusBus - Rebus bus 1 created
